timestamp,command_address,response_address,command_memory,response_memory,crc_rate,packet_rate,packet_size,latency_ms,flow_duration,command_count,response_count,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,actuator_1,actuator_2,actuator_3,actuator_4,network_load,result
2026-01-01 00:41:10,4,143,1999,1927,0.508,72,335,2.62,282.49,69,306,48.33,45.37,45.45,50.01,45.36,54.37,1,1,0,0,27.31,0
2026-01-01 00:41:11,194,203,5517,5407,0.49,491,742,111.74,253.5,252,217,91.47,94.17,93.25,90.6,96.36,96.68,0,0,0,0,97.32,6
2026-01-01 00:41:12,88,161,4509,4310,0.681,263,243,43.41,421.55,267,359,75.94,75.28,79.14,70.02,79.09,74.97,0,1,1,1,55.3,3
2026-01-01 00:41:13,105,143,5819,5569,0.942,480,238,97.22,227.74,239,362,92.92,95.63,99.44,94.77,91.5,99.81,1,1,1,1,96.24,6
2026-01-01 00:41:14,109,174,1800,1704,0.785,93,1369,6.0,460.88,186,307,47.74,46.29,54.56,49.09,47.45,53.84,0,0,1,1,11.53,0
2026-01-01 00:41:15,83,38,1686,1534,0.574,103,228,2.48,478.69,267,54,48.98,53.7,50.75,48.21,50.47,47.88,1,1,0,0,25.65,0
2026-01-01 00:41:16,230,212,5104,4982,0.564,446,688,70.12,464.64,110,399,82.49,89.65,81.42,88.81,83.69,88.71,0,0,0,0,80.8,5
2026-01-01 00:41:17,86,48,5707,5703,0.858,594,690,102.54,168.85,275,39,91.79,95.16,94.36,90.09,98.73,90.07,0,1,0,1,93.1,6
2026-01-01 00:41:18,113,30,1622,1546,0.949,68,579,2.18,153.44,92,97,47.76,48.24,47.93,53.71,51.25,46.41,1,1,1,1,22.3,0
2026-01-01 00:41:19,211,239,2262,2410,0.503,61,896,2.81,328.14,311,362,52.02,53.28,50.36,53.02,46.7,45.76,0,1,0,0,25.43,0
2026-01-01 00:41:20,47,79,4364,4560,0.864,283,859,45.18,426.35,109,117,77.67,76.1,70.24,73.25,70.18,73.2,0,1,1,1,63.92,3
2026-01-01 00:41:21,106,45,1535,1852,0.333,89,402,3.97,319.01,22,74,53.32,48.33,51.2,47.75,50.28,53.18,0,1,0,0,17.1,0
2026-01-01 00:41:22,91,86,1527,1545,0.713,95,1462,2.32,12.58,191,189,52.49,45.12,53.68,53.94,46.42,50.65,0,0,1,0,27.48,0
2026-01-01 00:41:23,7,120,1531,1540,0.525,108,617,2.45,240.1,348,285,45.62,54.67,52.48,50.65,52.02,47.15,1,1,1,0,22.87,0
2026-01-01 00:41:24,131,86,1749,1975,0.731,80,283,5.24,238.82,103,178,54.46,50.32,47.65,53.8,52.18,50.9,1,1,0,1,21.75,0
2026-01-01 00:41:25,110,7,4888,4791,0.409,308,489,73.27,35.42,366,196,25.0,20.99,20.99,25.75,29.65,29.09,1,0,0,1,77.64,4
2026-01-01 00:41:26,14,102,2078,2369,0.887,104,789,1.39,456.57,36,53,46.09,54.53,46.76,51.68,48.82,48.99,0,0,1,1,18.21,0
2026-01-01 00:41:27,240,188,1506,2184,0.373,120,210,2.47,101.86,83,25,46.94,50.86,46.31,51.11,53.3,52.2,0,0,0,1,10.11,0
2026-01-01 00:41:28,227,211,3404,3117,0.663,206,582,21.4,263.07,169,221,32.42,33.03,37.73,36.42,34.97,37.55,0,1,0,0,39.9,1
2026-01-01 00:41:29,142,148,2361,2209,0.511,76,149,3.52,424.73,212,127,47.11,53.04,52.57,48.88,46.97,50.21,1,1,1,1,10.46,0
2026-01-01 00:41:30,242,78,4613,4744,0.299,335,403,69.05,405.45,65,137,22.04,21.2,29.97,27.76,24.38,20.91,0,1,0,0,66.7,4
2026-01-01 00:41:31,74,217,4583,4536,0.567,244,687,53.81,172.34,202,90,73.58,71.7,75.67,72.33,78.53,72.49,0,1,0,0,49.85,3
2026-01-01 00:41:32,37,111,3048,3344,0.704,146,369,29.92,494.36,363,126,33.96,36.91,35.69,33.68,32.7,34.16,0,1,1,0,33.93,1
2026-01-01 00:41:33,58,157,3441,3272,0.959,151,1394,29.83,95.89,181,262,38.47,35.28,30.54,33.51,35.78,38.45,1,1,0,1,28.9,1
2026-01-01 00:41:34,151,60,4761,4809,0.779,335,416,58.08,219.78,118,126,25.54,24.69,21.41,28.94,26.71,27.76,0,0,0,0,63.07,4
2026-01-01 00:41:35,187,2,1979,2268,0.493,106,1350,4.62,247.3,286,210,52.73,51.08,45.67,51.12,46.93,46.23,0,1,1,0,28.42,0
2026-01-01 00:41:36,58,106,3076,3357,0.8,144,1136,23.8,48.57,128,296,31.83,35.26,34.35,34.09,31.54,37.36,0,1,0,0,32.57,1
2026-01-01 00:41:37,201,35,2473,2107,0.408,98,871,4.5,307.37,154,129,51.52,49.52,51.64,47.41,51.94,51.38,1,0,1,0,22.05,0
2026-01-01 00:41:38,24,133,2068,1797,0.986,116,1189,4.69,323.12,36,173,48.68,50.4,53.08,48.94,52.89,48.11,1,0,1,0,19.05,0
2026-01-01 00:41:39,153,235,1618,1675,0.158,93,1145,4.01,302.16,122,276,45.97,46.99,48.32,46.91,51.65,49.46,0,1,1,0,11.62,0
2026-01-01 00:41:40,58,215,1964,1680,0.879,67,824,5.47,258.16,73,110,46.36,46.84,45.1,53.34,46.86,46.8,0,0,0,0,20.24,0
2026-01-01 00:41:41,239,28,5531,5530,0.482,540,1269,106.79,338.41,124,206,94.25,91.01,97.77,93.06,97.28,98.83,0,1,0,1,95.44,6
2026-01-01 00:41:42,156,214,2360,1990,0.814,70,925,7.47,176.5,173,92,50.82,49.19,50.89,49.14,48.08,52.32,1,0,1,0,10.01,0
2026-01-01 00:41:43,244,221,1645,1804,0.247,87,652,2.64,424.49,233,319,46.35,51.03,51.72,52.13,53.34,48.01,0,1,1,0,12.01,0
2026-01-01 00:41:44,214,37,3935,3771,0.287,160,568,34.94,434.35,377,202,62.83,65.25,68.77,67.57,64.28,64.72,1,1,1,0,52.59,2
2026-01-01 00:41:45,83,176,5666,5772,0.436,553,394,91.99,130.05,248,93,91.25,90.68,93.7,96.05,98.95,92.66,0,1,1,0,95.59,6
2026-01-01 00:41:46,195,81,5993,5258,0.467,577,1490,110.98,189.74,24,283,98.97,93.94,95.92,96.28,92.24,96.17,0,0,1,1,93.69,6
2026-01-01 00:41:47,232,66,5126,5031,0.838,442,1258,81.73,254.83,100,201,81.38,85.56,89.69,85.0,81.44,82.91,1,0,1,1,82.5,5
2026-01-01 00:41:48,178,3,2282,2405,0.257,113,722,1.39,129.29,226,130,49.04,47.95,49.29,52.67,45.62,46.03,1,1,0,0,11.44,0
2026-01-01 00:41:49,126,252,1554,2425,0.747,77,253,7.96,438.13,400,77,50.12,48.82,50.02,47.03,50.36,45.93,1,0,0,0,16.59,0
2026-01-01 00:41:50,80,197,4980,4982,0.198,381,407,83.5,183.54,321,204,84.18,83.17,84.13,86.3,84.63,82.31,0,0,0,0,82.4,5
2026-01-01 00:41:51,89,14,3825,3914,0.269,228,1180,22.76,186.91,146,250,63.06,67.13,60.7,65.28,62.41,61.62,0,1,0,0,53.97,2
2026-01-01 00:41:52,166,142,2230,1563,0.691,62,1451,1.07,197.53,241,72,47.85,53.88,54.71,52.71,51.23,53.25,0,1,0,0,25.48,0
2026-01-01 00:41:53,39,225,5169,4970,0.515,436,154,83.31,254.45,345,292,89.08,85.22,88.2,84.38,82.58,88.4,1,0,0,1,77.53,5
2026-01-01 00:41:54,143,116,4572,4592,0.243,288,160,51.84,290.12,88,152,75.62,71.56,71.93,79.11,70.5,77.77,0,1,1,0,64.04,3
2026-01-01 00:41:55,37,187,4596,4291,0.773,239,412,44.8,241.4,151,240,74.86,75.03,71.49,73.77,79.7,74.05,0,1,1,1,52.26,3
2026-01-01 00:41:56,152,200,3245,3594,0.48,122,369,29.65,391.24,312,126,39.99,37.38,39.24,33.57,36.65,36.18,0,1,0,0,44.2,1
2026-01-01 00:41:57,157,72,4349,4570,0.23,239,226,58.27,438.17,364,199,70.73,76.57,75.04,77.81,72.82,78.79,1,1,1,1,58.29,3
2026-01-01 00:41:58,123,2,4962,4944,0.67,391,569,83.88,163.79,71,139,82.47,86.28,88.55,87.88,83.39,86.84,0,0,0,1,79.8,5
2026-01-01 00:41:59,91,151,2500,2419,0.193,64,1003,1.2,342.37,130,231,46.88,45.43,54.46,52.85,47.28,45.85,1,0,0,1,14.61,0
2026-01-01 00:42:00,60,64,2301,1815,0.899,85,1312,2.57,279.75,86,102,47.89,53.11,47.23,53.8,47.91,47.23,0,0,0,0,18.03,0
2026-01-01 00:42:01,130,111,3813,4033,0.823,208,1059,33.86,196.79,202,392,69.57,62.34,64.04,61.83,61.4,60.41,1,0,0,0,36.02,2
2026-01-01 00:42:02,8,174,2192,1802,0.447,65,832,4.55,404.57,278,354,50.81,49.24,46.64,52.34,50.08,53.87,1,1,0,1,28.74,0
2026-01-01 00:42:03,9,129,4264,4308,0.845,235,1396,53.61,115.03,148,274,76.25,74.76,77.32,72.23,77.53,74.33,1,1,1,0,63.73,3
2026-01-01 00:42:04,234,196,1624,2410,0.837,76,244,7.63,34.36,275,69,50.08,53.0,46.7,54.59,46.39,51.14,1,1,1,1,25.87,0
2026-01-01 00:42:05,108,13,4021,3620,0.41,169,533,21.9,243.95,254,107,60.7,60.42,66.37,69.74,68.51,64.77,1,1,0,0,36.7,2
2026-01-01 00:42:06,68,170,4337,4446,0.18,274,1327,54.65,305.89,59,256,75.33,76.77,75.78,79.98,71.32,77.44,1,0,0,0,56.89,3
2026-01-01 00:42:07,52,242,4779,4672,0.375,372,973,60.86,88.35,179,125,27.67,23.12,28.36,26.29,27.32,23.91,0,1,1,1,67.62,4
2026-01-01 00:42:08,154,195,1822,2182,0.364,55,786,7.74,83.26,37,371,51.11,51.99,49.62,46.39,53.34,46.0,0,1,1,1,29.92,0
2026-01-01 00:42:09,161,138,5046,4902,0.592,381,920,88.19,29.07,100,162,86.11,87.99,89.95,83.72,82.48,81.1,1,1,1,0,84.76,5
2026-01-01 00:42:10,87,139,5121,5160,0.506,407,500,81.54,361.49,138,133,87.78,80.19,83.14,84.49,82.3,84.93,1,0,0,0,83.05,5
2026-01-01 00:42:11,48,50,1510,2396,0.603,73,1486,6.96,89.4,28,209,54.98,51.73,48.23,51.37,53.2,46.78,1,1,0,1,28.22,0
2026-01-01 00:42:12,131,80,4594,4246,0.878,300,1478,53.39,313.44,300,296,78.13,74.33,74.39,72.38,73.72,71.94,1,1,1,0,62.97,3
2026-01-01 00:42:13,255,184,2328,1711,0.782,110,476,6.11,117.61,35,111,46.02,49.93,54.56,51.84,45.58,51.25,1,0,1,1,21.44,0
2026-01-01 00:42:14,25,6,5998,5587,0.826,495,746,91.8,347.78,51,324,94.53,94.21,99.95,96.04,91.11,93.25,1,1,0,0,95.7,6
2026-01-01 00:42:15,173,5,2066,1716,0.806,114,473,2.44,258.69,127,173,47.9,51.91,48.91,45.45,54.53,51.78,0,0,0,0,25.12,0
2026-01-01 00:42:16,103,23,2157,1674,0.757,112,206,4.99,300.28,332,24,53.14,46.37,46.47,52.86,46.72,48.85,0,0,1,1,14.08,0
2026-01-01 00:42:17,190,26,3222,3439,0.917,144,1403,20.09,125.62,323,198,35.68,33.72,35.21,32.87,36.56,33.8,1,0,1,1,28.92,1
2026-01-01 00:42:18,125,182,5079,5059,0.459,416,1404,76.67,489.09,350,58,83.79,82.94,89.93,89.68,86.6,87.83,0,0,1,1,88.67,5
2026-01-01 00:42:19,157,122,2045,1839,0.126,120,697,6.25,468.36,255,163,52.03,47.81,48.09,52.52,48.22,46.05,0,0,1,0,15.06,0
2026-01-01 00:42:20,141,20,3187,3096,0.169,180,877,19.85,89.8,213,366,34.48,33.99,37.11,36.86,36.96,38.77,1,0,0,1,43.2,1
2026-01-01 00:42:21,33,26,5135,5110,0.683,402,710,77.03,238.65,292,73,80.23,84.02,87.22,80.58,83.49,84.19,1,0,0,1,86.56,5
2026-01-01 00:42:22,202,106,2030,2425,0.657,101,228,2.81,125.45,312,47,53.88,46.65,51.5,51.59,52.92,45.54,1,1,1,0,19.2,0
2026-01-01 00:42:23,2,160,2457,1968,0.803,113,791,3.76,308.84,167,198,45.89,45.73,49.63,47.98,51.8,47.59,0,0,0,1,10.3,0
2026-01-01 00:42:24,215,240,2222,1999,0.307,120,1013,5.52,56.79,65,70,54.29,51.19,53.94,46.29,49.46,52.27,1,1,1,0,16.45,0
2026-01-01 00:42:25,29,48,4606,4737,0.23,394,1022,69.2,341.76,300,390,23.48,22.01,23.58,24.62,25.61,22.67,0,0,1,1,71.49,4
2026-01-01 00:42:26,59,129,1683,1508,0.291,71,1284,1.22,459.93,63,363,53.09,45.37,54.86,46.59,49.13,52.67,0,1,1,1,10.44,0
2026-01-01 00:42:27,58,242,1749,2295,0.973,94,468,2.78,241.66,27,254,47.24,49.15,53.16,49.78,47.14,52.13,1,1,0,1,27.39,0
2026-01-01 00:42:28,158,218,1858,1884,0.968,115,213,2.41,160.27,81,30,52.68,52.43,45.73,46.93,52.63,54.25,0,0,0,0,21.57,0
2026-01-01 00:42:29,140,225,4180,3793,0.107,219,309,20.5,154.53,346,226,69.52,67.54,64.51,65.82,67.69,67.67,1,0,0,1,42.71,2
2026-01-01 00:42:30,247,110,5238,5496,0.161,545,389,106.86,30.47,155,134,94.83,95.17,99.71,92.75,97.87,96.62,1,0,1,1,98.84,6
2026-01-01 00:42:31,148,117,2288,1687,0.943,70,631,5.02,162.96,210,269,48.65,46.76,48.21,50.44,45.84,50.39,1,1,1,0,21.34,0
2026-01-01 00:42:32,181,230,2200,1839,0.834,90,1043,7.7,411.85,248,163,52.37,47.05,49.77,54.67,46.39,46.54,0,0,1,0,21.48,0
2026-01-01 00:42:33,82,246,5173,5102,0.638,441,1127,75.3,477.56,375,45,81.67,86.81,80.65,82.24,85.77,87.51,1,0,1,0,88.53,5
2026-01-01 00:42:34,233,127,1982,2477,0.401,54,1069,4.59,406.07,391,160,50.69,50.28,51.92,50.52,47.04,45.49,0,0,0,1,13.85,0
2026-01-01 00:42:35,79,166,1894,1632,0.665,72,942,6.66,393.65,353,378,47.23,50.47,52.37,45.41,51.23,45.18,0,1,0,1,21.45,0
2026-01-01 00:42:36,145,139,4959,5102,0.432,392,1436,75.12,448.96,389,296,82.52,87.13,80.13,82.13,89.66,84.67,1,0,0,1,81.36,5
2026-01-01 00:42:37,84,135,2024,1792,0.213,54,1067,2.69,164.29,194,242,46.12,48.01,52.98,50.19,51.54,52.81,0,0,0,1,20.86,0
2026-01-01 00:42:38,99,59,3835,3926,0.438,189,480,24.69,454.6,122,190,64.52,62.62,63.73,65.82,62.28,61.66,1,0,0,1,50.88,2
2026-01-01 00:42:39,214,231,4637,4667,0.461,353,742,69.5,324.87,216,111,26.56,29.68,26.99,21.04,26.51,21.53,1,0,1,0,67.39,4
2026-01-01 00:42:40,164,237,2275,2071,0.436,75,236,5.01,146.38,327,306,47.81,48.98,49.69,45.55,47.1,50.45,1,1,1,0,17.07,0
2026-01-01 00:42:41,159,81,4897,4771,0.148,321,791,70.34,27.9,126,125,29.03,22.17,23.8,21.04,24.18,27.42,0,0,1,1,77.54,4
2026-01-01 00:42:42,137,147,5850,5414,0.442,492,886,111.01,439.99,317,200,99.65,94.87,96.92,92.72,96.82,95.99,1,1,0,0,91.94,6
2026-01-01 00:42:43,251,124,2411,1621,0.129,90,762,6.79,46.44,259,72,49.15,51.47,47.6,53.66,52.93,46.84,0,1,1,0,25.28,0
2026-01-01 00:42:44,140,124,5634,5493,0.773,459,1245,113.24,261.79,382,53,94.98,95.07,93.02,94.36,92.56,99.72,0,0,0,1,98.13,6
2026-01-01 00:42:45,172,177,2452,1723,0.844,104,1368,6.25,312.13,93,163,48.58,46.1,53.13,47.86,47.93,46.08,0,1,0,1,12.0,0
2026-01-01 00:42:46,189,60,2009,1571,0.554,119,978,7.72,441.89,127,28,46.83,45.41,53.02,46.72,50.97,54.96,0,0,0,1,20.35,0
2026-01-01 00:42:47,223,206,1836,1741,0.536,83,649,7.53,324.5,369,259,48.57,51.68,51.79,47.48,52.94,49.74,0,0,1,1,19.22,0
2026-01-01 00:42:48,153,179,4169,3638,0.348,205,617,33.09,11.27,39,391,62.59,65.24,66.35,68.62,66.44,68.24,0,0,0,0,50.38,2
2026-01-01 00:42:49,182,38,4165,4180,0.105,209,887,31.73,63.54,204,241,62.41,66.79,67.61,66.25,64.77,65.63,0,1,0,0,45.38,2
2026-01-01 00:42:50,59,174,4327,4313,0.249,320,227,53.65,83.47,323,187,78.99,76.03,72.22,70.87,77.99,77.11,0,1,0,1,48.44,3
2026-01-01 00:42:51,84,125,3065,3256,0.225,138,977,19.9,212.15,51,230,31.61,38.16,36.11,37.46,37.28,37.74,1,1,1,1,39.39,1
2026-01-01 00:42:52,188,244,2004,1849,0.462,109,703,2.26,119.23,232,137,48.58,53.61,46.87,51.33,45.44,45.56,0,1,1,1,23.29,0
2026-01-01 00:42:53,130,88,5087,5114,0.775,446,1240,87.51,409.64,73,277,82.69,83.9,88.41,86.4,82.78,83.31,0,0,0,1,83.7,5
2026-01-01 00:42:54,150,119,3435,3518,0.824,177,1490,17.86,336.72,289,298,38.7,36.61,30.51,32.32,34.58,38.35,1,1,0,1,40.59,1
2026-01-01 00:42:55,70,80,1685,1741,0.115,56,1274,3.31,83.51,83,125,45.43,46.05,54.72,49.58,49.9,45.18,0,0,1,1,25.89,0
2026-01-01 00:42:56,200,167,4730,4698,0.571,390,597,69.35,329.6,43,42,24.07,21.85,29.89,21.47,28.16,28.66,1,0,0,1,70.09,4
2026-01-01 00:42:57,57,157,4761,4802,0.714,384,505,57.33,26.36,268,80,20.06,22.33,26.88,22.63,25.28,23.59,0,1,0,0,78.56,4
2026-01-01 00:42:58,170,239,3542,3222,0.766,184,1439,18.97,320.1,127,341,33.53,32.39,30.62,33.17,34.44,39.77,1,0,1,1,41.33,1
2026-01-01 00:42:59,195,245,3057,3424,0.125,204,970,21.63,494.16,263,90,38.97,37.26,36.88,36.16,36.05,31.45,0,0,1,1,44.25,1
2026-01-01 00:43:00,81,182,1727,2133,0.364,70,1223,7.78,89.66,95,331,48.93,48.7,47.64,46.23,46.97,51.06,0,0,1,1,27.8,0
2026-01-01 00:43:01,89,156,3200,3595,0.935,157,897,24.63,398.76,223,237,32.61,33.5,33.34,33.85,31.23,31.53,1,0,0,1,26.64,1
2026-01-01 00:43:02,8,203,5046,5080,0.424,454,1403,85.0,311.75,357,43,81.28,84.11,82.17,81.8,87.14,86.75,1,1,1,0,76.44,5
2026-01-01 00:43:03,176,1,5288,5730,0.867,558,1036,114.19,391.26,206,280,93.14,99.33,98.3,93.13,96.45,92.5,1,1,0,0,95.92,6
2026-01-01 00:43:04,56,8,5153,5103,0.264,473,1178,86.59,241.07,264,161,81.03,86.4,84.09,80.31,87.32,80.91,1,0,1,0,87.21,5
2026-01-01 00:43:05,58,51,1811,2417,0.522,96,802,5.6,485.43,284,276,51.88,51.56,52.59,47.41,46.95,45.1,1,1,1,1,12.32,0
2026-01-01 00:43:06,11,230,2432,1790,0.678,94,441,2.2,109.7,331,218,50.08,53.64,47.26,47.53,52.97,50.41,0,0,1,1,14.72,0
2026-01-01 00:43:07,23,224,5000,4969,0.881,474,274,84.16,177.47,156,253,80.36,82.96,81.96,87.25,87.83,85.71,1,0,1,1,78.31,5
2026-01-01 00:43:08,234,159,3428,3435,0.207,216,285,26.93,343.28,332,356,38.71,38.23,30.1,34.51,37.2,38.82,0,1,1,1,30.18,1
2026-01-01 00:43:09,53,13,4206,4500,0.168,231,216,40.49,79.79,297,106,70.43,78.45,74.91,70.19,74.58,75.22,0,1,1,0,49.98,3
2026-01-01 00:43:10,65,9,1874,2408,0.847,51,1001,5.42,307.95,139,103,49.2,52.22,53.22,48.29,53.78,48.24,0,0,0,1,27.3,0
2026-01-01 00:43:11,10,129,2207,2445,0.603,96,1283,7.59,168.13,376,76,48.66,54.71,54.23,48.16,51.89,47.47,0,0,0,0,28.88,0
2026-01-01 00:43:12,81,215,5427,5805,0.684,503,798,91.92,302.6,331,215,99.98,99.17,91.89,90.42,95.14,93.65,0,0,0,0,94.5,6
2026-01-01 00:43:13,23,214,5304,5690,0.243,586,1379,114.01,446.62,312,237,92.0,92.5,94.44,92.6,96.28,96.03,0,0,1,0,96.81,6
2026-01-01 00:43:14,22,138,1580,1938,0.407,107,361,6.68,333.42,169,327,52.83,50.32,50.12,49.36,48.96,46.41,1,1,0,1,23.05,0
2026-01-01 00:43:15,174,176,2383,1694,0.724,60,678,6.93,409.64,206,346,48.97,45.0,47.5,50.73,48.22,54.94,0,0,0,0,19.29,0
2026-01-01 00:43:16,165,192,4454,4403,0.444,269,1385,56.65,139.8,375,319,72.41,76.89,75.31,74.14,77.37,73.55,1,1,1,1,50.68,3
2026-01-01 00:43:17,21,83,4853,4790,0.62,347,1197,58.16,490.35,134,166,23.12,23.34,23.5,29.95,24.06,25.69,1,0,1,1,69.56,4
2026-01-01 00:43:18,85,245,5503,5909,0.394,473,1331,95.73,469.9,397,214,99.61,95.98,95.33,97.21,99.04,90.18,1,1,1,0,90.77,6
2026-01-01 00:43:19,108,197,1664,2038,0.564,50,1378,3.94,195.5,189,97,47.79,54.99,46.08,45.97,48.67,52.15,0,1,1,0,13.77,0
2026-01-01 00:43:20,128,62,1922,2246,0.948,89,1426,3.63,288.04,368,54,48.94,50.97,52.0,48.12,51.48,54.97,0,0,0,0,19.2,0
2026-01-01 00:43:21,213,215,5209,5293,0.227,549,1352,111.7,92.19,56,120,96.75,97.76,97.13,96.95,93.07,91.43,1,1,0,1,93.9,6
2026-01-01 00:43:22,131,53,5171,5131,0.109,441,159,88.49,94.85,230,397,82.78,81.14,81.54,85.24,82.19,82.64,1,0,0,0,86.05,5
2026-01-01 00:43:23,27,114,3976,4087,0.781,223,1459,39.43,272.61,389,181,67.37,67.74,66.09,69.91,69.14,61.53,1,0,0,1,40.3,2
2026-01-01 00:43:24,77,100,1944,1613,0.202,90,1214,3.91,251.22,336,374,52.16,53.02,54.14,53.01,53.53,46.66,1,0,1,0,28.04,0
2026-01-01 00:43:25,213,244,5049,5064,0.432,430,397,83.89,457.39,63,250,83.39,82.27,85.45,86.19,88.66,89.19,0,1,0,0,77.01,5
2026-01-01 00:43:26,66,156,1658,1724,0.602,56,651,2.67,490.17,280,294,54.0,54.12,53.45,52.43,50.92,48.49,0,0,0,1,24.54,0
2026-01-01 00:43:27,8,199,2430,2291,0.109,78,1274,5.76,252.46,242,388,52.69,52.34,45.01,48.08,52.41,50.84,1,0,1,0,14.58,0
2026-01-01 00:43:28,35,162,3101,3081,0.362,166,1261,29.32,218.9,258,84,30.41,39.01,35.41,36.16,38.12,36.19,0,1,1,1,37.03,1
2026-01-01 00:43:29,212,7,2082,1567,0.361,54,428,4.01,391.26,171,222,45.33,45.05,53.14,51.72,54.1,46.21,1,1,1,0,20.21,0
2026-01-01 00:43:30,35,185,4210,4235,0.526,317,373,52.3,398.1,352,78,73.9,73.47,77.55,79.17,74.78,79.93,0,1,1,0,59.6,3
2026-01-01 00:43:31,190,122,1872,1952,0.789,70,1231,3.86,227.41,341,192,46.08,45.46,49.48,46.19,54.36,53.57,0,1,0,0,16.14,0
2026-01-01 00:43:32,108,148,1928,2466,0.137,85,161,5.93,451.09,36,122,50.54,54.89,53.16,49.74,49.74,52.73,1,1,1,0,17.64,0
2026-01-01 00:43:33,4,78,5026,4993,0.995,442,671,88.27,399.21,360,304,85.9,88.58,88.22,85.24,81.64,83.78,1,1,0,0,77.35,5
2026-01-01 00:43:34,247,126,4404,4462,0.651,246,1161,49.47,64.14,261,311,70.41,72.17,77.21,74.39,77.71,73.63,1,0,0,0,56.92,3
2026-01-01 00:43:35,10,201,1992,1968,0.241,65,285,2.28,193.49,365,331,48.17,50.99,54.29,47.2,50.88,53.52,0,1,0,1,19.06,0
2026-01-01 00:43:36,97,65,3388,3427,0.162,151,936,15.02,97.87,204,250,36.46,33.36,35.75,30.1,37.13,34.4,0,1,0,1,38.27,1
2026-01-01 00:43:37,29,67,2494,2067,0.599,108,1002,2.28,31.26,79,200,47.0,52.49,51.56,47.72,46.9,48.6,1,0,1,0,22.08,0
2026-01-01 00:43:38,165,32,2016,2164,0.867,74,1051,6.68,323.84,376,372,54.71,45.2,48.32,45.21,54.53,54.34,0,1,1,0,20.47,0
2026-01-01 00:43:39,69,69,3554,3377,0.668,218,1210,17.59,498.12,206,133,38.24,30.28,33.72,31.14,32.03,33.99,1,1,1,0,25.49,1
2026-01-01 00:43:40,41,44,2482,2260,0.673,104,227,3.87,18.12,317,130,48.46,52.03,51.18,49.41,52.52,53.43,1,0,0,0,13.64,0
2026-01-01 00:43:41,120,146,3897,4017,0.107,260,295,36.38,441.98,182,81,67.72,66.1,69.12,60.78,64.91,68.73,1,1,1,1,48.69,2
2026-01-01 00:43:42,144,97,4604,4625,0.784,397,1146,59.78,428.88,260,212,20.79,29.86,23.06,29.03,28.27,20.38,1,1,0,0,75.03,4
2026-01-01 00:43:43,189,233,2373,1505,0.138,85,1428,3.74,276.24,174,157,45.82,52.8,54.5,47.8,51.43,54.02,1,1,1,0,17.6,0
2026-01-01 00:43:44,197,205,2404,2480,0.629,61,286,3.22,134.85,191,294,45.98,48.75,54.56,46.14,46.49,53.37,0,1,0,0,17.1,0
2026-01-01 00:43:45,6,209,2281,2107,0.997,120,1411,4.68,251.33,327,197,51.71,46.97,50.78,49.06,48.49,51.05,1,0,1,1,29.73,0
2026-01-01 00:43:46,87,215,3219,3391,0.753,162,349,20.72,156.1,46,120,36.43,34.55,33.08,35.78,32.39,39.89,0,0,0,0,33.31,1
2026-01-01 00:43:47,157,242,2245,1641,0.62,114,1310,2.74,166.34,259,30,50.43,47.34,50.86,54.47,47.57,53.04,0,0,1,1,18.18,0
2026-01-01 00:43:48,142,65,4316,4339,0.371,244,1397,49.12,376.73,130,68,73.23,77.2,74.12,78.36,75.99,72.14,1,0,0,0,54.63,3
2026-01-01 00:43:49,104,16,5017,4978,0.246,459,976,70.22,45.35,356,259,89.72,84.3,89.63,88.62,81.47,87.6,1,1,0,0,86.31,5
2026-01-01 00:43:50,147,120,4678,4838,0.842,378,611,61.17,60.24,297,388,25.02,20.23,23.92,27.25,22.34,21.91,0,1,1,0,63.57,4
2026-01-01 00:43:51,9,203,2025,1854,0.645,115,400,4.78,242.52,63,253,45.14,51.91,45.49,52.17,48.23,50.87,1,1,1,0,18.46,0
2026-01-01 00:43:52,113,146,4659,4722,0.172,414,387,67.68,386.17,102,299,20.34,29.65,23.6,27.43,22.13,22.38,1,1,1,1,68.99,4
2026-01-01 00:43:53,244,154,1507,2211,0.799,120,468,3.26,22.36,238,159,54.73,51.75,50.92,45.52,52.63,52.64,1,1,0,1,28.04,0
2026-01-01 00:43:54,115,2,2337,1511,0.673,101,979,5.46,107.2,279,167,47.48,49.88,51.27,51.98,48.86,48.33,0,1,0,1,27.36,0
2026-01-01 00:43:55,40,205,1684,1966,0.858,50,404,6.26,263.47,138,399,53.26,47.1,48.17,54.47,45.79,46.5,0,0,0,1,19.71,0
2026-01-01 00:43:56,163,163,1876,1710,0.85,78,1066,4.31,329.11,257,27,51.98,51.6,48.38,53.7,52.3,48.98,1,0,1,1,25.19,0
2026-01-01 00:43:57,83,178,2067,1641,0.619,110,138,6.09,339.44,132,330,53.62,53.9,50.51,52.58,48.54,49.81,0,1,0,0,27.33,0
2026-01-01 00:43:58,28,95,5898,5547,0.294,485,364,90.01,121.96,173,167,96.44,93.82,98.82,95.95,92.17,91.78,0,0,0,0,93.67,6
2026-01-01 00:43:59,140,201,2490,2136,0.502,116,446,5.75,483.55,116,213,47.38,54.58,50.63,46.26,53.97,47.36,1,0,1,1,12.71,0
